,Id,MSSubClass,MSZoning,Street,LotShape,Utilities,HouseStyle,OverallQual,OverallCond,RoofStyle,ExterCond,Foundation,BsmtCond,GarageCars,Fence,SaleType,SaleCondition,SalePrice
459,460,50,RL,Pave,IR1,AllPub,1.5Fin,5,4,Gable,TA,CBlock,TA,1,None,WD,Normal,110000
460,461,60,FV,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,New,Partial,263435
461,462,70,RL,Pave,Reg,AllPub,2Story,7,9,Gable,Gd,PConc,Gd,2,MnPrv,WD,Normal,155000
462,463,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,GdWo,WD,Normal,62383
463,464,70,RL,Pave,IR1,AllPub,2Story,6,7,Hip,TA,CBlock,TA,1,None,WD,Normal,188700
464,465,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,0,None,WD,Normal,124000
465,466,120,RM,Pave,Reg,AllPub,1Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal,178740
466,467,20,RL,Pave,Reg,AllPub,1Story,7,5,Flat,Gd,CBlock,Gd,2,GdWo,WD,Normal,167000
467,468,70,RL,Pave,Reg,AllPub,2Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal,146500
468,469,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,250000
469,470,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,187000
470,471,120,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,212000
471,472,60,RL,Pave,Reg,AllPub,2Story,7,6,Mansard,TA,CBlock,TA,2,None,WD,Normal,190000
472,473,180,RM,Pave,Reg,AllPub,SLvl,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,148000
473,474,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,New,Partial,440000
474,475,120,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,251000
475,476,20,RL,Pave,Reg,AllPub,1Story,5,6,Hip,TA,CBlock,TA,2,None,WD,Normal,132500
476,477,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,208900
477,478,60,RL,Pave,Reg,AllPub,2Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal,380000
478,479,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,3,None,WD,Normal,297000
479,480,30,RM,Pave,Reg,AllPub,1Story,4,7,Hip,TA,BrkTil,TA,2,MnPrv,WD,Alloca,89471
480,481,20,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal,326000
481,482,20,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal,374000
482,483,70,RM,Pave,Reg,AllPub,2Story,7,8,Gable,TA,PConc,TA,1,None,WD,Normal,155000
483,484,120,RM,Pave,Reg,AllPub,1Story,6,5,Hip,TA,PConc,TA,2,None,WD,Normal,164000
484,485,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,Gd,CBlock,TA,1,None,WD,Normal,132500
485,486,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal,147000
486,487,20,RL,Pave,Reg,AllPub,1Story,5,7,Hip,TA,CBlock,TA,2,None,WD,Normal,156000
487,488,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,None,WD,Normal,175000
488,489,190,RL,Pave,Reg,AllPub,1.5Fin,5,4,Gable,Fa,CBlock,Fa,2,None,ConLD,Normal,160000
489,490,180,RM,Pave,Reg,AllPub,SFoyer,4,8,Gable,Gd,CBlock,TA,1,None,WD,Normal,86000
490,491,160,RM,Pave,Reg,AllPub,2Story,5,6,Gable,TA,PConc,TA,1,None,WD,Normal,115000
491,492,50,RL,Pave,Reg,AllPub,1.5Fin,6,7,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal,133000
492,493,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,New,Partial,172785
493,494,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,None,WD,Normal,155000
494,495,30,RM,Pave,Reg,AllPub,1Story,5,8,Gable,TA,BrkTil,TA,1,None,WD,Normal,91300
495,496,30,C (all),Pave,Reg,AllPub,1Story,4,5,Gable,TA,CBlock,TA,0,GdWo,WD,Abnorml,34900
496,497,20,RL,Pave,IR1,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal,430000
497,498,50,RL,Pave,Reg,AllPub,1.5Fin,7,6,Gable,Gd,PConc,TA,1,GdPrv,WD,Normal,184000
498,499,20,RL,Pave,Reg,AllPub,1Story,5,7,Hip,TA,PConc,TA,1,MnPrv,WD,Normal,130000
499,500,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,MnWw,WD,Normal,120000
500,501,160,RM,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,TA,1,None,WD,Normal,113000
501,502,60,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,226700
502,503,20,RL,Pave,Reg,AllPub,1Story,5,7,Hip,TA,CBlock,TA,2,GdPrv,WD,Normal,140000
503,504,20,RL,Pave,IR1,AllPub,1Story,7,8,Gable,TA,CBlock,TA,2,GdWo,WD,Normal,289000
504,505,160,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal,147000
505,506,90,RM,Pave,Reg,AllPub,2Story,5,5,Hip,TA,CBlock,TA,2,None,COD,Normal,124500
506,507,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,215000
507,508,20,FV,Pave,IR1,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,New,Partial,208300
508,509,70,RM,Pave,Reg,AllPub,2Story,7,9,Gambrel,Ex,BrkTil,TA,2,None,WD,Normal,161000
509,510,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal,124500
510,511,20,RL,Pave,Reg,AllPub,1Story,5,7,Hip,TA,CBlock,TA,1,None,WD,Normal,164900
511,512,120,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,202665
512,513,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,129900
513,514,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,Gd,PConc,TA,2,None,WD,Normal,134000
514,515,45,RL,Pave,Reg,AllPub,1.5Unf,5,5,Gable,TA,BrkTil,TA,1,MnPrv,WD,Normal,96500
515,516,20,RL,Pave,Reg,AllPub,1Story,10,5,Hip,TA,CBlock,TA,3,None,New,Partial,402861
516,517,80,RL,Pave,IR1,AllPub,SLvl,6,6,Gable,TA,CBlock,TA,2,GdPrv,COD,Abnorml,158000
517,518,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,3,None,WD,Normal,265000
518,519,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,MnPrv,WD,Normal,211000
519,520,70,RL,Pave,Reg,AllPub,2Story,7,9,Gambrel,TA,BrkTil,TA,1,MnPrv,WD,Normal,234000
520,521,190,RL,Pave,Reg,AllPub,2Story,4,7,Gable,TA,BrkTil,None,0,None,WD,Normal,106250
521,522,20,RL,Pave,IR1,AllPub,1Story,6,6,Gable,TA,CBlock,TA,1,None,WD,Normal,150000
522,523,50,RM,Pave,Reg,AllPub,1.5Fin,6,7,Gable,Gd,CBlock,TA,2,None,WD,Normal,159000
523,524,60,RL,Pave,IR1,AllPub,2Story,10,5,Hip,TA,PConc,TA,3,None,New,Partial,184750
524,525,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,3,None,WD,Normal,315750
525,526,20,FV,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,176000
526,527,20,RL,Pave,Reg,AllPub,1Story,5,7,Hip,TA,CBlock,TA,1,None,WD,Normal,132000
527,528,60,RL,Pave,IR1,AllPub,2Story,9,5,Hip,TA,PConc,TA,3,None,New,Partial,446261
528,529,30,RL,Pave,IR1,AllPub,1Story,4,7,Gable,TA,BrkTil,TA,0,None,WD,Normal,86000
529,530,20,RL,Pave,IR1,AllPub,1Story,6,3,Hip,TA,PConc,TA,2,None,WD,Alloca,200624
530,531,80,RL,Pave,Reg,AllPub,SLvl,6,5,Gable,TA,CBlock,TA,2,None,WD,Abnorml,175000
531,532,70,RM,Pave,IR1,AllPub,2Story,6,8,Gable,TA,BrkTil,Fa,2,None,WD,Normal,128000
532,533,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,Slab,None,1,None,WD,Normal,107500
533,534,20,RL,Pave,Reg,AllPub,1Story,1,3,Gable,Fa,Slab,None,0,None,WD,Normal,39300
534,535,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,Gd,2,None,WD,Normal,178000
535,536,190,RL,Pave,Reg,AllPub,2Story,5,7,Gable,TA,CBlock,TA,0,None,WD,Normal,107500
536,537,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,188000
537,538,20,RL,Pave,IR1,AllPub,1Story,4,5,Hip,TA,CBlock,TA,2,MnWw,COD,Normal,111250
538,539,20,RL,Pave,IR1,AllPub,1Story,5,5,Hip,TA,CBlock,TA,1,None,WD,Normal,158000
539,540,20,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,MnPrv,WD,Normal,272000
540,541,20,RL,Pave,Reg,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal,315000
541,542,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,248000
542,543,20,RL,Pave,Reg,AllPub,1Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal,213250
543,544,120,RH,Pave,Reg,AllPub,SFoyer,7,5,Gable,TA,PConc,TA,1,None,WD,Normal,133000
544,545,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,Gd,2,None,New,Partial,179665
545,546,50,RL,Pave,IR1,AllPub,1.5Fin,7,5,Gable,Gd,PConc,Gd,3,None,WD,Normal,229000
546,547,50,RL,Pave,IR1,AllPub,1.5Fin,6,7,Gable,TA,BrkTil,TA,2,None,WD,Normal,210000
547,548,85,RL,Pave,Reg,AllPub,SFoyer,5,7,Gable,Gd,CBlock,TA,2,None,WD,Normal,129500
548,549,20,RM,Pave,IR1,AllPub,1Story,5,7,Gable,Gd,CBlock,TA,2,MnPrv,WD,Normal,125000
549,550,60,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,263000
550,551,120,RL,Pave,Reg,AllPub,1Story,6,6,Gable,TA,CBlock,TA,2,None,COD,Abnorml,140000
551,552,20,RM,Pave,Reg,AllPub,1Story,5,6,Hip,TA,CBlock,TA,1,None,WD,Normal,112500
552,553,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,255500
553,554,20,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,CBlock,None,2,MnPrv,WD,Normal,108000
554,555,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,3,None,WD,Normal,284000
555,556,45,RM,Pave,Reg,AllPub,1.5Unf,5,6,Gable,TA,BrkTil,Fa,1,None,WD,Normal,113000
556,557,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,MnWw,WD,Normal,141000
557,558,50,C (all),Pave,Reg,AllPub,1.5Fin,4,6,Gable,TA,CBlock,TA,1,None,COD,Normal,108000
558,559,60,RL,Pave,IR2,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,175000
559,560,120,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,234000
560,561,20,RL,Pave,IR1,AllPub,1Story,5,6,Hip,TA,CBlock,TA,2,None,WD,Normal,121500
561,562,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,170000
562,563,30,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,0,None,WD,Normal,108000
563,564,50,RL,Pave,Reg,AllPub,1.5Fin,6,7,Gable,TA,BrkTil,TA,2,None,WD,Normal,185000
564,565,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,268000
565,566,70,RL,Pave,Reg,AllPub,2Story,6,4,Gable,TA,PConc,TA,1,None,WD,Normal,128000
566,567,60,RL,Pave,IR1,AllPub,2Story,9,5,Hip,TA,PConc,Gd,3,None,WD,Normal,325000
567,568,20,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,214000
568,569,50,RL,Pave,IR1,AllPub,1.5Fin,8,8,Gable,TA,CBlock,TA,2,None,WD,Normal,316600
569,570,90,RL,Pave,IR1,AllPub,SFoyer,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,135960
570,571,90,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,142600
571,572,20,RL,Pave,Reg,AllPub,1Story,6,6,Gable,TA,CBlock,TA,1,None,WD,Abnorml,120000
572,573,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,224500
573,574,80,RL,Pave,IR1,AllPub,SLvl,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,170000
574,575,80,RL,Pave,Reg,AllPub,SLvl,5,7,Gambrel,TA,CBlock,TA,1,GdWo,WD,Normal,139000
575,576,50,RL,Pave,Reg,AllPub,1.5Fin,5,5,Gable,TA,CBlock,TA,1,None,COD,Abnorml,118500
576,577,50,RL,Pave,Reg,AllPub,1.5Fin,7,7,Gable,TA,BrkTil,TA,1,None,WD,Normal,145000
577,578,80,RL,Pave,IR1,AllPub,SLvl,5,6,Gable,TA,CBlock,TA,2,None,WD,Abnorml,164500
578,579,160,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Abnorml,146000
579,580,50,RM,Pave,Reg,AllPub,1.5Fin,5,5,Gable,TA,BrkTil,TA,1,None,WD,Normal,131500
580,581,20,RL,Pave,IR1,AllPub,1Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal,181900
581,582,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,3,None,New,Partial,253293
582,583,90,RL,Grvl,Reg,AllPub,SFoyer,6,5,Gable,Gd,CBlock,TA,0,None,WD,Normal,118500
583,584,75,RM,Pave,Reg,AllPub,2.5Unf,10,9,Gable,Ex,BrkTil,TA,2,None,WD,Normal,325000
584,585,50,RM,Pave,Reg,AllPub,1.5Fin,4,7,Gable,TA,BrkTil,TA,1,None,WD,Normal,133000
585,586,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,3,None,New,Partial,369900
586,587,30,RL,Pave,Reg,AllPub,1Story,6,7,Gable,Gd,BrkTil,Gd,1,MnWw,WD,Normal,130000
587,588,85,RL,Pave,IR1,AllPub,SFoyer,5,6,Hip,TA,CBlock,TA,2,None,WD,Normal,137000
588,589,20,RL,Pave,IR1,AllPub,1Story,5,8,Flat,TA,CBlock,TA,1,None,WD,Partial,143000
589,590,40,RM,Pave,Reg,AllPub,1Story,5,6,Gable,TA,BrkTil,TA,1,None,WD,Normal,79500
590,591,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,185900
591,592,60,RL,Pave,IR1,AllPub,2Story,10,5,Gable,TA,PConc,TA,3,None,ConLI,Normal,451950
592,593,20,RL,Pave,Reg,AllPub,1Story,5,8,Gable,Gd,PConc,Gd,2,None,WD,Normal,138000
593,594,120,RM,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,140000
594,595,20,RL,Pave,IR1,AllPub,1Story,5,6,Hip,TA,CBlock,TA,1,MnPrv,WD,Normal,110000
595,596,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,New,Partial,319000
596,597,70,RM,Pave,Reg,AllPub,2Story,6,7,Gable,TA,CBlock,TA,1,None,WD,Normal,114504
597,598,120,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,3,None,New,Partial,194201
598,599,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,None,WD,Normal,217500
599,600,160,RM,Pave,Reg,AllPub,2Story,6,6,Gable,Gd,CBlock,TA,2,GdPrv,COD,Normal,151000
600,601,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,275000
601,602,50,RM,Pave,Reg,AllPub,1.5Fin,6,6,Gable,Gd,PConc,TA,1,None,WD,Normal,141000
602,603,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Abnorml,220000
603,604,160,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,151000
604,605,20,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,221000
605,606,60,RL,Pave,Reg,AllPub,2Story,7,6,Gable,TA,CBlock,TA,2,None,WD,Normal,205000
606,607,20,RL,Pave,IR2,AllPub,1Story,5,5,Gable,Gd,PConc,TA,2,GdPrv,WD,Normal,152000
607,608,20,RL,Pave,Reg,AllPub,2Story,5,8,Gable,Gd,CBlock,Gd,1,None,WD,Normal,225000
608,609,70,RL,Pave,Reg,AllPub,2Story,8,6,Gable,TA,PConc,TA,2,None,WD,Alloca,359100
609,610,20,RL,Pave,Reg,AllPub,1Story,4,5,Gable,Fa,CBlock,TA,1,None,WD,Normal,118500
610,611,60,RL,Pave,Reg,AllPub,2Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal,313000
611,612,80,RL,Pave,IR1,AllPub,SLvl,6,6,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,148000
612,613,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,261500
613,614,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,PConc,TA,0,None,New,Partial,147000
614,615,180,RM,Pave,Reg,AllPub,SFoyer,4,6,Gable,TA,CBlock,TA,0,None,WD,Normal,75500
615,616,85,RL,Pave,Reg,AllPub,SFoyer,6,7,Gable,Gd,PConc,TA,2,MnPrv,WD,Abnorml,137500
616,617,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,183200
617,618,45,RL,Pave,Reg,AllPub,1.5Unf,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal,105500
618,619,20,RL,Pave,Reg,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,New,Partial,314813
619,620,60,RL,Pave,Reg,AllPub,2Story,8,5,Hip,TA,PConc,TA,3,None,WD,Normal,305000
620,621,30,RL,Pave,Reg,AllPub,1Story,3,3,Gable,TA,BrkTil,TA,0,None,WD,Normal,67000
621,622,60,RL,Pave,Reg,AllPub,2Story,6,7,Gable,TA,CBlock,TA,2,None,WD,Normal,240000
622,623,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,None,WD,Normal,135000
623,624,160,FV,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,168500
624,625,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal,165150
625,626,20,RL,Pave,IR1,AllPub,1Story,6,6,Hip,TA,CBlock,TA,2,None,WD,Normal,160000
626,627,20,RL,Pave,IR1,AllPub,1Story,5,5,Hip,TA,CBlock,TA,1,GdWo,WD,Normal,139900
627,628,80,RL,Pave,Reg,AllPub,SLvl,6,6,Gable,TA,CBlock,TA,1,None,WD,Normal,153000
628,629,60,RL,Pave,IR1,AllPub,2Story,5,5,Gable,TA,PConc,TA,2,None,WD,Family,135000
629,630,80,RL,Pave,Reg,AllPub,SLvl,6,5,Gable,TA,CBlock,TA,2,GdPrv,WD,Normal,168500
630,631,70,RM,Pave,Reg,AllPub,2Story,5,6,Gable,TA,BrkTil,Fa,1,MnPrv,WD,Abnorml,124000
631,632,120,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,Gd,2,None,WD,Normal,209500
632,633,20,RL,Pave,Reg,AllPub,1Story,7,5,Hip,Gd,CBlock,TA,2,None,WD,Family,82500
633,634,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal,139400
634,635,90,RL,Pave,Reg,AllPub,SFoyer,6,5,Gable,TA,CBlock,TA,2,GdPrv,WD,Normal,144000
635,636,190,RH,Pave,Reg,AllPub,2.5Fin,6,7,Hip,TA,CBlock,Fa,0,None,WD,Abnorml,200000
636,637,30,RM,Pave,Reg,AllPub,1Story,2,3,Gable,Fa,BrkTil,Fa,0,None,ConLw,Normal,60000
637,638,190,RM,Pave,Reg,AllPub,1.5Fin,5,4,Gable,TA,CBlock,TA,1,None,WD,Normal,93000
638,639,30,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,0,MnPrv,WD,Normal,85000
639,640,120,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,Gd,3,None,New,Partial,264561
640,641,120,RL,Pave,IR1,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal,274000
641,642,60,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,226000
642,643,80,RL,Pave,Reg,AllPub,SLvl,8,7,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,345000
643,644,60,RL,Pave,Reg,AllPub,2Story,5,5,Mansard,TA,CBlock,TA,2,GdWo,WD,Normal,152000
644,645,20,FV,Pave,Reg,AllPub,1Story,9,5,Gable,TA,PConc,TA,3,None,New,Partial,370878
645,646,20,RL,Pave,IR1,AllPub,1Story,6,5,Hip,TA,CBlock,TA,2,None,WD,Normal,143250
646,647,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,None,2,None,WD,Normal,98300
647,648,20,RL,Pave,IR1,AllPub,1Story,6,5,Hip,TA,CBlock,TA,2,None,WD,Normal,155000
648,649,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal,155000
649,650,180,RM,Pave,Reg,AllPub,SFoyer,4,6,Gable,TA,CBlock,TA,0,MnPrv,WD,Normal,84500
650,651,60,FV,Pave,Reg,AllPub,2Story,7,6,Gable,TA,PConc,TA,2,None,WD,Normal,205950
651,652,70,RL,Pave,Reg,AllPub,2Story,4,5,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal,108000
652,653,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,191000
653,654,50,RM,Pave,Reg,AllPub,1.5Fin,6,7,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal,135000
654,655,20,RL,Pave,IR1,AllPub,1Story,8,6,Hip,Gd,PConc,TA,3,None,WD,Normal,350000
655,656,160,RM,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,TA,1,None,WD,Family,88000
656,657,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal,145500
657,658,70,RL,Pave,Reg,AllPub,2Story,7,6,Gable,Fa,BrkTil,TA,1,MnPrv,WD,Normal,149000
658,659,50,RL,Pave,Reg,AllPub,1.5Fin,6,5,Gable,TA,CBlock,TA,1,None,WD,Abnorml,97500
659,660,20,RL,Pave,Reg,AllPub,1Story,5,7,Hip,Gd,PConc,TA,2,MnPrv,WD,Normal,167000
660,661,60,RL,Pave,Reg,AllPub,2Story,7,7,Gable,TA,CBlock,TA,2,None,WD,Normal,197900
661,662,60,RL,Pave,IR2,AllPub,2Story,8,7,Hip,TA,PConc,Gd,3,None,WD,Normal,402000
662,663,20,RL,Pave,Reg,AllPub,1Story,6,3,Hip,TA,CBlock,Fa,2,None,WD,Normal,110000
663,664,85,RL,Pave,Reg,AllPub,SFoyer,4,5,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,137500
664,665,20,RL,Pave,IR2,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,New,Partial,423000
665,666,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,230500
666,667,60,RL,Pave,IR1,AllPub,2Story,6,5,Flat,Gd,CBlock,TA,2,None,WD,Abnorml,129000
667,668,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,193500
668,669,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,None,WD,Normal,168000
669,670,30,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,BrkTil,TA,1,None,WD,Normal,137500
670,671,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,173500
671,672,70,RH,Pave,Reg,AllPub,2Story,6,6,Gambrel,Gd,BrkTil,TA,1,None,WD,Normal,103600
672,673,20,RL,Pave,IR1,AllPub,1Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal,165000
673,674,20,RL,Pave,Reg,AllPub,1Story,6,7,Hip,TA,PConc,TA,2,None,WD,Normal,257500
674,675,20,RL,Pave,Reg,AllPub,1Story,6,6,Gable,TA,CBlock,TA,1,None,WD,Normal,140000
675,676,160,RL,Pave,Reg,AllPub,2Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal,148500
676,677,70,RM,Pave,Reg,AllPub,2Story,4,2,Gable,TA,BrkTil,Fa,3,None,WD,Normal,87000
677,678,30,RL,Pave,Reg,AllPub,1Story,5,8,Gable,TA,BrkTil,TA,1,None,WD,Normal,109500
678,679,20,RL,Pave,IR1,AllPub,1Story,8,5,Hip,TA,PConc,TA,3,None,New,Partial,372500
679,680,20,RL,Pave,IR1,AllPub,1Story,5,5,Hip,TA,CBlock,TA,2,None,WD,Normal,128500
680,681,120,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,1,None,WD,Normal,143000
681,682,50,RH,Pave,IR2,AllPub,1.5Fin,5,5,Gable,TA,BrkTil,TA,1,None,WD,Abnorml,159434
682,683,120,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,173000
683,684,20,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal,285000
684,685,60,RL,Pave,IR2,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,221000
685,686,160,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,CBlock,TA,2,None,WD,Normal,207500
686,687,60,FV,Pave,Reg,AllPub,2Story,7,6,Gable,TA,PConc,TA,2,None,New,Partial,227875
687,688,160,FV,Pave,IR2,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,148800
688,689,20,RL,Pave,Reg,AllPub,1Story,8,6,Gable,TA,PConc,TA,2,None,New,Partial,392000
689,690,120,RL,Pave,IR1,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,194700
