,Id,MSSubClass,MSZoning,Street,LotShape,Utilities,HouseStyle,OverallQual,OverallCond,RoofStyle,ExterCond,Foundation,BsmtCond,GarageCars,Fence,SaleType,SaleCondition
475,1936,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
476,1937,60,RL,Pave,IR2,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
477,1938,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,PConc,TA,2,None,WD,Normal
478,1939,120,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal
479,1940,120,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal
480,1941,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Family
481,1942,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,GdPrv,WD,Normal
482,1943,120,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal
483,1944,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
484,1945,20,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal
485,1946,20,RL,Pave,IR1,AllPub,1Story,6,2,Hip,TA,CBlock,TA,2,None,WD,Normal
486,1947,120,RL,Pave,Reg,AllPub,1Story,9,5,Hip,TA,PConc,TA,2,None,WD,Normal
487,1948,20,RL,Pave,IR1,AllPub,1Story,6,5,Hip,TA,CBlock,TA,2,None,WD,Family
488,1949,20,RL,Pave,IR1,AllPub,1Story,7,6,Gable,TA,CBlock,Gd,2,None,WD,Normal
489,1950,20,RL,Pave,IR1,AllPub,1Story,7,7,Gable,TA,CBlock,TA,2,None,WD,Normal
490,1951,20,RL,Pave,IR1,AllPub,1Story,7,5,Hip,Gd,CBlock,TA,2,None,WD,Normal
491,1952,20,RL,Pave,Reg,AllPub,1Story,7,5,Hip,TA,CBlock,Fa,2,None,WD,Normal
492,1953,20,RL,Pave,Reg,AllPub,1Story,6,5,Hip,TA,PConc,TA,2,MnPrv,WD,Normal
493,1954,60,RL,Pave,Reg,AllPub,2Story,7,6,Gable,TA,CBlock,TA,2,None,WD,Normal
494,1955,60,RL,Pave,Reg,AllPub,2Story,5,6,Gable,TA,CBlock,Fa,2,None,WD,Normal
495,1956,60,RL,Pave,IR1,AllPub,2Story,7,7,Mansard,TA,PConc,TA,4,MnPrv,WD,Normal
496,1957,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,2,GdWo,WD,Normal
497,1958,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,GdPrv,WD,Normal
498,1959,90,RL,Pave,Reg,AllPub,2Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal
499,1960,20,RL,Pave,Reg,AllPub,1Story,4,6,Gable,TA,CBlock,TA,1,None,COD,Normal
500,1961,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,2,None,WD,Normal
501,1962,160,RM,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,TA,1,None,WD,Normal
502,1963,160,RM,Pave,Reg,AllPub,2Story,6,6,Gable,TA,CBlock,TA,1,None,WD,Normal
503,1964,160,RM,Pave,Reg,AllPub,2Story,5,5,Gable,TA,CBlock,TA,1,None,WD,Normal
504,1965,160,RL,Pave,Reg,AllPub,2Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal
505,1966,120,RL,Pave,Reg,AllPub,1Story,7,6,Gable,TA,CBlock,TA,2,None,WD,Normal
506,1967,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,3,None,New,Partial
507,1968,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,3,None,WD,Normal
508,1969,20,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal
509,1970,60,RL,Pave,Reg,AllPub,2Story,9,5,Hip,TA,PConc,TA,3,None,WD,Abnorml
510,1971,60,RL,Pave,Reg,AllPub,2Story,10,5,Hip,TA,PConc,TA,4,None,WD,Normal
511,1972,60,RL,Pave,IR1,AllPub,2Story,9,5,Gable,TA,PConc,TA,3,None,WD,Normal
512,1973,60,RL,Pave,Reg,AllPub,2Story,8,5,Hip,TA,PConc,TA,3,None,WD,Normal
513,1974,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
514,1975,20,RL,Pave,Reg,AllPub,1Story,10,5,Hip,TA,PConc,TA,3,None,WD,Normal
515,1976,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
516,1977,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
517,1978,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
518,1979,120,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,New,Partial
519,1980,120,RL,Pave,IR3,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
520,1981,120,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,New,Partial
521,1982,120,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal
522,1983,120,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal
523,1984,160,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
524,1985,120,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,3,None,WD,Normal
525,1986,120,RM,Pave,Reg,AllPub,1Story,7,5,Hip,TA,PConc,TA,3,None,WD,Normal
526,1987,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial
527,1988,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
528,1989,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
529,1990,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
530,1991,120,RL,Pave,IR1,AllPub,1Story,7,6,Gable,TA,PConc,TA,2,None,New,Partial
531,1992,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
532,1993,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
533,1994,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
534,1995,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
535,1996,75,RL,Pave,Reg,AllPub,2.5Unf,8,5,Hip,TA,PConc,TA,2,None,WD,Normal
536,1997,60,RL,Pave,Reg,AllPub,2Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal
537,1998,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
538,1999,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
539,2000,60,RL,Pave,IR1,AllPub,2Story,8,7,Gable,TA,PConc,TA,3,None,WD,Normal
540,2001,60,RL,Pave,Reg,AllPub,2Story,7,5,Hip,TA,PConc,TA,3,None,WD,Normal
541,2002,20,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,3,None,WD,Normal
542,2003,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
543,2004,60,RL,Pave,Reg,AllPub,2Story,8,5,Hip,TA,PConc,TA,3,None,New,Partial
544,2005,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal
545,2006,20,FV,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,New,Partial
546,2007,20,FV,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
547,2008,20,FV,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial
548,2009,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
549,2010,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
550,2011,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,Gd,0,None,WD,Normal
551,2012,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
552,2013,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
553,2014,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
554,2015,60,RL,Pave,IR2,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
555,2016,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
556,2017,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
557,2018,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,PConc,Gd,1,MnPrv,WD,Normal
558,2019,20,RL,Pave,Reg,AllPub,1Story,5,8,Gable,Gd,CBlock,TA,1,None,WD,Normal
559,2020,190,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,Fa,1,None,WD,Normal
560,2021,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,Gd,1,None,COD,Abnorml
561,2022,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal
562,2023,50,RL,Pave,Reg,AllPub,1.5Fin,5,4,Gable,Gd,CBlock,TA,2,GdPrv,WD,Normal
563,2024,60,RL,Pave,IR1,AllPub,2Story,6,5,Hip,TA,PConc,TA,2,None,WD,Normal
564,2025,60,RL,Pave,Reg,AllPub,1.5Fin,9,5,Hip,TA,PConc,TA,2,None,WD,Normal
565,2026,120,FV,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
566,2027,160,FV,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
567,2028,160,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Abnorml
568,2029,160,FV,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
569,2030,120,FV,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,2,None,WD,Normal
570,2031,120,FV,Pave,IR1,AllPub,1Story,9,5,Gable,TA,PConc,TA,2,None,WD,Normal
571,2032,120,FV,Pave,IR1,AllPub,1Story,9,5,Gable,TA,PConc,TA,2,None,WD,Normal
572,2033,120,FV,Pave,IR1,AllPub,1Story,9,5,Gable,TA,PConc,TA,2,None,WD,Normal
573,2034,160,FV,Pave,Reg,AllPub,SLvl,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
574,2035,60,FV,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
575,2036,160,FV,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal
576,2037,160,FV,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,ConLD,Normal
577,2038,160,FV,Pave,IR1,AllPub,2Story,10,5,Gable,TA,PConc,TA,2,None,WD,Normal
578,2039,120,RL,Pave,IR2,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal
579,2040,60,RL,Pave,IR1,AllPub,2Story,9,3,Mansard,Gd,CBlock,TA,3,None,WD,Family
580,2041,20,RL,Pave,Reg,AllPub,1Story,8,9,Gable,Ex,CBlock,None,2,GdWo,WD,Normal
581,2042,60,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
582,2043,80,RL,Pave,IR1,AllPub,SLvl,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal
583,2044,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,2,GdWo,WD,Family
584,2045,20,RL,Pave,IR1,AllPub,1Story,7,7,Gable,TA,CBlock,TA,2,None,WD,Normal
585,2046,90,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,None,ConLD,Normal
586,2047,60,RL,Pave,Reg,AllPub,2Story,5,6,Gable,TA,CBlock,TA,2,None,WD,Normal
587,2048,20,RL,Pave,Reg,AllPub,1Story,5,7,Hip,TA,CBlock,TA,2,None,WD,Normal
588,2049,90,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal
589,2050,60,RL,Pave,IR1,AllPub,2Story,7,6,Gable,TA,CBlock,Gd,2,None,WD,Normal
590,2051,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,Slab,None,1,GdWo,WD,Normal
591,2052,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,Gd,CBlock,TA,2,None,COD,Abnorml
592,2053,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal
593,2054,70,RL,Pave,IR1,AllPub,2Story,4,7,Gable,TA,PConc,TA,1,None,WD,Normal
594,2055,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,Fa,CBlock,TA,2,MnPrv,WD,Normal
595,2056,20,RL,Pave,Reg,AllPub,1Story,5,8,Gable,Gd,CBlock,TA,1,None,WD,Normal
596,2057,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,1,MnPrv,WD,Normal
597,2058,60,RL,Pave,Reg,AllPub,2Story,6,7,Gable,Gd,CBlock,TA,2,MnPrv,WD,Normal
598,2059,20,RL,Pave,Reg,AllPub,1Story,5,4,Gable,TA,CBlock,TA,1,None,WD,Normal
599,2060,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal
600,2061,20,RL,Pave,IR1,AllPub,1Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal
601,2062,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,None,WD,Normal
602,2063,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal
603,2064,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,None,WD,Normal
604,2065,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,PConc,TA,2,GdWo,WD,Normal
605,2066,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal
606,2067,20,RL,Pave,Reg,AllPub,1Story,5,3,Gable,TA,BrkTil,None,1,None,WD,Normal
607,2068,90,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal
608,2069,20,RL,Pave,Reg,AllPub,1Story,4,6,Gable,TA,Slab,None,1,GdPrv,WD,Normal
609,2070,50,RL,Pave,Reg,AllPub,1.5Fin,5,8,Gable,Gd,PConc,TA,1,None,WD,Normal
610,2071,30,RL,Pave,Reg,AllPub,1Story,4,7,Gambrel,TA,PConc,TA,1,None,WD,Normal
611,2072,50,RL,Pave,Reg,AllPub,1.5Fin,5,5,Gable,TA,BrkTil,TA,4,GdWo,WD,Normal
612,2073,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,GdWo,WD,Normal
613,2074,20,RL,Pave,IR1,AllPub,1Story,7,7,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal
614,2075,20,RL,Pave,IR1,AllPub,1Story,6,6,Gable,TA,CBlock,TA,1,None,WD,Normal
615,2076,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,2,None,WD,Abnorml
616,2077,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,PConc,TA,1,None,WD,Normal
617,2078,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,None,WD,Normal
618,2079,50,RL,Pave,Reg,AllPub,1.5Fin,6,6,Gable,TA,CBlock,TA,2,GdWo,WD,Normal
619,2080,45,RL,Pave,Reg,AllPub,1.5Unf,6,7,Gable,TA,CBlock,TA,1,GdWo,WD,Normal
620,2081,50,RL,Pave,Reg,AllPub,1.5Fin,6,5,Gable,TA,CBlock,TA,1,MnWw,WD,Normal
621,2082,90,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,0,None,WD,Abnorml
622,2083,50,RL,Pave,Reg,AllPub,1.5Fin,5,6,Gable,Gd,CBlock,TA,2,None,WD,Normal
623,2084,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal
624,2085,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,None,COD,Normal
625,2086,20,RM,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,1,None,WD,Abnorml
626,2087,50,RM,Pave,Reg,AllPub,1.5Fin,5,7,Gable,TA,BrkTil,TA,2,None,WD,Normal
627,2088,70,RM,Pave,Reg,AllPub,2Story,5,5,Gable,TA,BrkTil,Fa,1,None,WD,Normal
628,2089,30,RM,Pave,Reg,AllPub,1Story,5,4,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal
629,2090,75,RM,Pave,Reg,AllPub,2.5Unf,6,7,Gable,TA,BrkTil,TA,1,None,WD,Normal
630,2091,190,RM,Pave,Reg,AllPub,1.5Fin,4,6,Gable,TA,Stone,TA,0,None,WD,Normal
631,2092,50,RM,Pave,Reg,AllPub,1.5Fin,4,6,Gable,Gd,BrkTil,TA,2,None,WD,Normal
632,2093,50,RM,Pave,Reg,AllPub,1.5Fin,5,5,Gable,Fa,BrkTil,TA,1,None,WD,Normal
633,2094,30,RM,Pave,Reg,AllPub,1Story,7,6,Gable,TA,CBlock,TA,0,None,WD,Normal
634,2095,190,RM,Pave,Reg,AllPub,1.5Fin,6,6,Gable,TA,CBlock,TA,2,None,Con,Normal
635,2096,30,RM,Pave,Reg,AllPub,1Story,5,6,Mansard,TA,BrkTil,Gd,1,None,WD,Normal
636,2097,50,RM,Pave,Reg,AllPub,1.5Fin,5,9,Gable,TA,BrkTil,TA,0,None,WD,Normal
637,2098,50,RM,Pave,Reg,AllPub,1.5Fin,5,6,Gable,TA,CBlock,TA,3,None,WD,Normal
638,2099,20,RM,Pave,Reg,AllPub,1Story,2,5,Gable,Gd,BrkTil,TA,1,None,WD,Abnorml
639,2100,20,RM,Pave,Reg,AllPub,1Story,3,1,Gable,TA,BrkTil,Fa,0,MnPrv,WD,Abnorml
640,2101,190,RM,Pave,Reg,AllPub,2Story,5,5,Gable,Fa,BrkTil,TA,2,None,WD,Normal
641,2102,75,RM,Pave,Reg,AllPub,2Story,7,8,Gable,TA,BrkTil,TA,1,MnPrv,WD,Normal
642,2103,50,RM,Pave,Reg,AllPub,1.5Fin,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal
643,2104,190,RM,Pave,Reg,AllPub,2Story,5,5,Gable,TA,BrkTil,TA,2,None,WD,Normal
644,2105,70,RM,Pave,Reg,AllPub,2Story,5,9,Gable,TA,BrkTil,TA,0,None,WD,Normal
645,2106,70,RM,Pave,Reg,AllPub,2Story,2,1,Gable,Fa,BrkTil,Fa,2,None,ConLD,Normal
646,2107,70,RM,Pave,Reg,AllPub,2Story,7,7,Gable,TA,BrkTil,TA,2,None,WD,Normal
647,2108,20,RM,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,None,WD,Normal
648,2109,20,RM,Pave,Reg,AllPub,1Story,4,6,Gable,TA,CBlock,TA,1,None,WD,Normal
649,2110,30,RL,Pave,IR1,AllPub,1Story,5,7,Gable,Gd,BrkTil,TA,1,GdPrv,WD,Normal
650,2111,50,RM,Pave,IR1,AllPub,1.5Fin,7,7,Gable,TA,CBlock,Fa,1,None,WD,Abnorml
651,2112,50,RL,Pave,Reg,AllPub,1.5Fin,5,5,Gable,TA,BrkTil,TA,1,None,WD,Normal
652,2113,50,RM,Pave,Reg,AllPub,1.5Fin,5,7,Gable,Gd,CBlock,TA,1,None,WD,Normal
653,2114,70,RM,Pave,Reg,AllPub,2Story,6,9,Gable,Gd,BrkTil,TA,1,MnPrv,WD,Normal
654,2115,50,RM,Pave,Reg,AllPub,1.5Fin,6,7,Gable,TA,CBlock,TA,1,GdPrv,WD,Normal
655,2116,30,RM,Pave,Reg,AllPub,1Story,5,7,Gable,Fa,BrkTil,Fa,2,None,WD,Normal
656,2117,50,RM,Pave,Reg,AllPub,1.5Fin,6,7,Gable,Gd,BrkTil,TA,1,GdPrv,WD,Normal
657,2118,50,RM,Pave,Reg,AllPub,1.5Fin,6,5,Gable,TA,CBlock,TA,1,None,WD,Normal
658,2119,45,RM,Pave,Reg,AllPub,1.5Unf,6,7,Gable,TA,BrkTil,TA,1,None,WD,Normal
659,2120,50,RM,Pave,IR1,AllPub,1.5Fin,5,7,Gable,Gd,BrkTil,TA,1,MnPrv,WD,Normal
660,2121,20,RM,Pave,IR1,AllPub,1Story,4,7,Gable,TA,PConc,None,1,MnPrv,ConLD,Abnorml
661,2122,50,RM,Pave,Reg,AllPub,1.5Fin,4,7,Gable,TA,PConc,TA,1,None,WD,Normal
662,2123,30,RM,Pave,Reg,AllPub,1Story,5,6,Gable,Gd,CBlock,None,1,None,WD,Normal
663,2124,50,RM,Pave,Reg,AllPub,1.5Fin,7,5,Gable,TA,BrkTil,TA,2,MnPrv,WD,Normal
664,2125,70,RM,Pave,Reg,AllPub,2Story,5,5,Gambrel,TA,BrkTil,TA,2,None,WD,Normal
665,2126,50,RL,Pave,Reg,AllPub,1.5Fin,6,4,Gable,Gd,BrkTil,TA,2,None,WD,Normal
666,2127,60,RM,Pave,Reg,AllPub,2.5Unf,6,8,Gable,TA,PConc,TA,1,MnPrv,WD,Normal
667,2128,50,RM,Pave,Reg,AllPub,1.5Fin,6,8,Gambrel,TA,BrkTil,Gd,1,None,WD,Normal
668,2129,30,RM,Grvl,IR1,AllPub,1Story,6,6,Gable,Gd,BrkTil,TA,2,None,WD,Normal
669,2130,70,RM,Pave,Reg,AllPub,2Story,6,6,Gable,TA,CBlock,TA,1,None,COD,Abnorml
670,2131,50,RM,Pave,Reg,AllPub,1.5Fin,6,6,Gable,TA,BrkTil,TA,2,None,COD,Normal
671,2132,50,RM,Pave,Reg,AllPub,1.5Fin,5,6,Gable,Fa,BrkTil,Fa,2,None,WD,Normal
672,2133,30,RM,Pave,Reg,AllPub,1Story,6,7,Gable,TA,CBlock,TA,2,None,WD,Normal
673,2134,50,RM,Pave,Reg,AllPub,1.5Fin,6,6,Gable,TA,PConc,TA,1,MnPrv,WD,Family
674,2135,30,RM,Pave,Reg,AllPub,1Story,5,8,Gable,TA,BrkTil,TA,2,None,ConLD,Family
675,2136,190,RM,Pave,Reg,AllPub,2Story,3,3,Gable,Fa,PConc,Fa,0,None,WD,Normal
676,2137,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,None,WD,Abnorml
677,2138,85,RL,Pave,Reg,AllPub,SFoyer,5,6,Gable,TA,CBlock,TA,2,MnPrv,WD,Abnorml
678,2139,80,RL,Pave,Reg,AllPub,SLvl,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal
679,2140,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,Fa,CBlock,TA,1,MnPrv,WD,Normal
680,2141,85,RL,Pave,IR1,AllPub,SFoyer,6,8,Gable,TA,CBlock,TA,2,GdWo,WD,Normal
681,2142,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal
682,2143,85,RL,Pave,IR1,AllPub,SFoyer,5,5,Gable,TA,PConc,TA,2,None,WD,Normal
683,2144,190,RL,Pave,Reg,AllPub,1Story,5,4,Gable,TA,PConc,Fa,2,None,WD,Alloca
684,2145,20,RL,Pave,Reg,AllPub,1Story,5,8,Gable,Gd,CBlock,TA,1,None,WD,Normal
685,2146,20,RL,Pave,Reg,AllPub,1Story,6,8,Gable,TA,CBlock,Gd,2,None,WD,Normal
686,2147,190,RL,Pave,Reg,AllPub,1Story,5,3,Flat,TA,CBlock,TA,2,None,WD,Abnorml
687,2148,50,RL,Pave,Reg,AllPub,1.5Fin,5,7,Gable,TA,BrkTil,TA,3,MnPrv,WD,Normal
688,2149,80,RL,Pave,Reg,AllPub,SLvl,5,8,Hip,Gd,PConc,TA,3,MnPrv,WD,Normal
689,2150,20,RL,Pave,IR1,AllPub,1Story,7,6,Gable,TA,CBlock,TA,2,None,WD,Normal
690,2151,50,RL,Pave,Reg,AllPub,1.5Fin,7,5,Gable,TA,CBlock,TA,1,None,WD,Normal
691,2152,30,RL,Pave,Reg,AllPub,1Story,5,7,Flat,TA,PConc,TA,0,None,WD,Normal
692,2153,20,RL,Pave,Reg,AllPub,1Story,5,6,Hip,TA,CBlock,TA,1,MnPrv,WD,Normal
693,2154,90,RL,Pave,Reg,AllPub,SFoyer,5,5,Gable,TA,PConc,TA,0,None,WD,Normal
694,2155,60,RL,Pave,Reg,AllPub,2Story,6,8,Gable,TA,CBlock,TA,1,GdWo,WD,Normal
695,2156,60,RL,Pave,IR3,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,GdPrv,WD,Normal
696,2157,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
697,2158,60,RL,Pave,IR2,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
698,2159,80,RL,Pave,IR1,AllPub,SLvl,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
699,2160,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial
700,2161,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
701,2162,20,RL,Pave,Reg,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,WD,Abnorml
702,2163,20,RL,Pave,Reg,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,New,Partial
703,2164,80,RL,Pave,IR2,AllPub,SLvl,8,5,Gable,TA,PConc,TA,3,None,WD,Normal
704,2165,20,RL,Pave,IR1,AllPub,1Story,6,6,Flat,TA,CBlock,Gd,2,None,WD,Normal
705,2166,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,PConc,TA,2,None,WD,Normal
706,2167,20,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
707,2168,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal
708,2169,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
709,2170,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal
710,2171,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,None,WD,Normal
711,2172,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,MnPrv,WD,Abnorml
712,2173,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,None,WD,Normal
